year,state,city,offence_category,offence_sub_category,value,unit,notes
2013,Gujarat,Rajkot,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Gujarat,Rajkot,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Gujarat,Rajkot,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Gujarat,Rajkot,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Gujarat,Rajkot,Fraud Digital Signature,,0,value in absolute number,
2013,Gujarat,Rajkot,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Gujarat,Rajkot,Others,,0,value in absolute number,
2013,Gujarat,Rajkot,Total,,1,value in absolute number,
2013,Jharkhand,Ranchi,Tampering Computer Source documents,,0,value in absolute number,
2013,Jharkhand,Ranchi,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Jharkhand,Ranchi,Hacking,,2,value in absolute number,
2013,Jharkhand,Ranchi,Obscene Publication or Transmission in Electronic Form,,1,value in absolute number,
2013,Jharkhand,Ranchi,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Jharkhand,Ranchi,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Jharkhand,Ranchi,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Jharkhand,Ranchi,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Jharkhand,Ranchi,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Jharkhand,Ranchi,Fraud Digital Signature,,0,value in absolute number,
2013,Jharkhand,Ranchi,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Jharkhand,Ranchi,Others,,0,value in absolute number,
2013,Jharkhand,Ranchi,Total,,3,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Tampering Computer Source documents,,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Hacking,Loss or damage to computer resource or utility,3,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Hacking,,4,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Obscene Publication or Transmission in Electronic Form,,3,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Fraud Digital Signature,,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Others,,10,value in absolute number,
2013,Jammu and Kashmir,Srinagar,Total,,20,value in absolute number,
2013,Gujarat,Surat,Tampering Computer Source documents,,2,value in absolute number,
2013,Gujarat,Surat,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Gujarat,Surat,Hacking,,1,value in absolute number,
2013,Gujarat,Surat,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Gujarat,Surat,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Gujarat,Surat,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Gujarat,Surat,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Gujarat,Surat,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Gujarat,Surat,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Gujarat,Surat,Fraud Digital Signature,,0,value in absolute number,
2013,Gujarat,Surat,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Gujarat,Surat,Others,,0,value in absolute number,
2013,Gujarat,Surat,Total,,3,value in absolute number,
2013,Kerala,Thirissur,Tampering Computer Source documents,,0,value in absolute number,
2013,Kerala,Thirissur,Hacking,Loss or damage to computer resource or utility,1,value in absolute number,
2013,Kerala,Thirissur,Hacking,,0,value in absolute number,
2013,Kerala,Thirissur,Obscene Publication or Transmission in Electronic Form,,25,value in absolute number,
2013,Kerala,Thirissur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Kerala,Thirissur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Kerala,Thirissur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Kerala,Thirissur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Kerala,Thirissur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Kerala,Thirissur,Fraud Digital Signature,,0,value in absolute number,
2013,Kerala,Thirissur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,2,value in absolute number,
2013,Kerala,Thirissur,Others,,0,value in absolute number,
2013,Kerala,Thirissur,Total,,28,value in absolute number,
2013,Kerala,Thiruvananthapuram,Tampering Computer Source documents,,1,value in absolute number,
2013,Kerala,Thiruvananthapuram,Hacking,Loss or damage to computer resource or utility,6,value in absolute number,
2013,Kerala,Thiruvananthapuram,Hacking,,0,value in absolute number,
2013,Kerala,Thiruvananthapuram,Obscene Publication or Transmission in Electronic Form,,11,value in absolute number,
2013,Kerala,Thiruvananthapuram,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Kerala,Thiruvananthapuram,Failure,To assist to decoy or the information in interception by Government Agency,1,value in absolute number,
2013,Kerala,Thiruvananthapuram,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Kerala,Thiruvananthapuram,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Kerala,Thiruvananthapuram,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Kerala,Thiruvananthapuram,Fraud Digital Signature,,0,value in absolute number,
2013,Kerala,Thiruvananthapuram,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,6,value in absolute number,
2013,Kerala,Thiruvananthapuram,Others,,0,value in absolute number,
2013,Kerala,Thiruvananthapuram,Total,,25,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Tampering Computer Source documents,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Hacking,Loss or damage to computer resource or utility,3,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Hacking,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Fraud Digital Signature,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Others,,0,value in absolute number,
2013,Tamil Nadu,Tiruchirappalli,Total,,3,value in absolute number,
2013,Gujarat,Vadodara,Tampering Computer Source documents,,7,value in absolute number,
2013,Gujarat,Vadodara,Hacking,Loss or damage to computer resource or utility,4,value in absolute number,
2013,Gujarat,Vadodara,Hacking,,2,value in absolute number,
2013,Gujarat,Vadodara,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Gujarat,Vadodara,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Gujarat,Vadodara,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Gujarat,Vadodara,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Gujarat,Vadodara,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Gujarat,Vadodara,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Gujarat,Vadodara,Fraud Digital Signature,,0,value in absolute number,
2013,Gujarat,Vadodara,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Gujarat,Vadodara,Others,,0,value in absolute number,
2013,Gujarat,Vadodara,Total,,13,value in absolute number,
2013,Uttar Pradesh,Varanasi,Tampering Computer Source documents,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Hacking,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Obscene Publication or Transmission in Electronic Form,,4,value in absolute number,
2013,Uttar Pradesh,Varanasi,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Fraud Digital Signature,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Others,,0,value in absolute number,
2013,Uttar Pradesh,Varanasi,Total,,4,value in absolute number,
2013,Maharashtra,Vasai Virar City,Tampering Computer Source documents,,0,value in absolute number,
2013,Maharashtra,Vasai Virar City,Hacking,Loss or damage to computer resource or utility,2,value in absolute number,
2013,Maharashtra,Vasai Virar City,Hacking,,1,value in absolute number,
2013,Maharashtra,Vasai Virar City,Obscene Publication or Transmission in Electronic Form,,4,value in absolute number,
2013,Maharashtra,Vasai Virar City,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Maharashtra,Vasai Virar City,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Maharashtra,Vasai Virar City,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Maharashtra,Vasai Virar City,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,2,value in absolute number,
2013,Maharashtra,Vasai Virar City,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Maharashtra,Vasai Virar City,Fraud Digital Signature,,0,value in absolute number,
2013,Maharashtra,Vasai Virar City,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Maharashtra,Vasai Virar City,Others,,1,value in absolute number,
